statement,label,country,cities,stated_k,actual_k
"Exactly 0 of the following cities are in Azerbaijan: Prayagraj, Shizuoka.",1,Azerbaijan,"('Prayagraj', 'Shizuoka')",0,0
"Exactly 2 of the following cities are in Russia: Kemerovo, Ufa.",1,Russia,"('Kemerovo', 'Ufa')",2,2
"Exactly 0 of the following cities are in New Zealand: Hangzhou, Auckland.",0,New Zealand,"('Auckland', 'Hangzhou')",0,1
"Exactly 1 of the following cities are in Turkmenistan: Jilin, Ashgabat.",1,Turkmenistan,"('Ashgabat', 'Jilin')",1,1
"Exactly 1 of the following cities are in Mozambique: Nampula, Khabarovsk.",1,Mozambique,"('Khabarovsk', 'Nampula')",1,1
"Exactly 1 of the following cities are in Palau: Kanayannur, Wuwei.",0,Palau,"('Kanayannur', 'Wuwei')",1,0
"Exactly 0 of the following cities are in the Philippines: Sholapur, Barranquilla.",1,the Philippines,"('Barranquilla', 'Sholapur')",0,0
"Exactly 1 of the following cities are in the Democratic Republic of the Congo: Kikwit, Dongying.",1,the Democratic Republic of the Congo,"('Dongying', 'Kikwit')",1,1
"Exactly 2 of the following cities are in the Philippines: Las Pinas, Caloocan.",1,the Philippines,"('Caloocan', 'Las Pinas')",2,2
"Exactly 1 of the following cities are in Kazakhstan: Zhangjiakou, Ulan Bator.",0,Kazakhstan,"('Ulan Bator', 'Zhangjiakou')",1,0
"Exactly 1 of the following cities are in Kyrgyzstan: Bishkek, Guarulhos.",1,Kyrgyzstan,"('Bishkek', 'Guarulhos')",1,1
"Exactly 2 of the following cities are in Indonesia: Balikpapan, Tasikmalaya.",1,Indonesia,"('Balikpapan', 'Tasikmalaya')",2,2
"Exactly 0 of the following cities are in India: San Pedro Sula, Uberlandia.",1,India,"('San Pedro Sula', 'Uberlandia')",0,0
"Exactly 0 of the following cities are in Nigeria: Warri, Johor Bahru.",0,Nigeria,"('Johor Bahru', 'Warri')",0,1
"Exactly 0 of the following cities are in Serbia: Chicago, Acapulco de Juarez.",1,Serbia,"('Acapulco de Juarez', 'Chicago')",0,0
"Exactly 1 of the following cities are in Burkina Faso: Bobo-Dioulasso, Pikine.",1,Burkina Faso,"('Bobo-Dioulasso', 'Pikine')",1,1
"Exactly 0 of the following cities are in Cameroon: Yaounde, Douala.",0,Cameroon,"('Douala', 'Yaounde')",0,2
"Exactly 0 of the following cities are in Venezuela: Indore, Anqing.",1,Venezuela,"('Anqing', 'Indore')",0,0
"Exactly 1 of the following cities are in Iraq: Al Basrah al Qadimah, Bien Hoa.",1,Iraq,"('Al Basrah al Qadimah', 'Bien Hoa')",1,1
"Exactly 2 of the following cities are in Indonesia: Jambi City, Bandar Lampung.",1,Indonesia,"('Bandar Lampung', 'Jambi City')",2,2
"Exactly 2 of the following cities are in Australia: Gold Coast, Jalandhar.",0,Australia,"('Gold Coast', 'Jalandhar')",2,1
"Exactly 0 of the following cities are in Colombia: Pekanbaru, Zhangye.",1,Colombia,"('Pekanbaru', 'Zhangye')",0,0
"Exactly 1 of the following cities are in Dominica: Qom, Evaton.",0,Dominica,"('Evaton', 'Qom')",1,0
"Exactly 0 of the following cities are in Uganda: Bishkek, Tokyo.",1,Uganda,"('Bishkek', 'Tokyo')",0,0
"Exactly 1 of the following cities are in South Korea: Izhevsk, Madinah.",0,South Korea,"('Izhevsk', 'Madinah')",1,0
"Exactly 0 of the following cities are in Germany: Munich, Koeln.",0,Germany,"('Koeln', 'Munich')",0,2
"Exactly 1 of the following cities are in Sudan: Khartoum North, Fushun.",1,Sudan,"('Fushun', 'Khartoum North')",1,1
"Exactly 2 of the following cities are in Samoa: Cheongju-si, Al Ahmadi.",0,Samoa,"('Al Ahmadi', 'Cheongju-si')",2,0
"Exactly 2 of the following cities are in Canada: Mengzi, Gqeberha.",0,Canada,"('Gqeberha', 'Mengzi')",2,0
"Exactly 2 of the following cities are in Iceland: Ningbo, Nashik.",0,Iceland,"('Nashik', 'Ningbo')",2,0
"Exactly 0 of the following cities are in Iraq: Al Basrah al Qadimah, Erbil.",0,Iraq,"('Al Basrah al Qadimah', 'Erbil')",0,2
"Exactly 2 of the following cities are in Estonia: Longyan, Barnaul.",0,Estonia,"('Barnaul', 'Longyan')",2,0
"Exactly 0 of the following cities are in Uganda: Lanzhou, Enugu.",1,Uganda,"('Enugu', 'Lanzhou')",0,0
"Exactly 2 of the following cities are in Poland: Krakow, Indore.",0,Poland,"('Indore', 'Krakow')",2,1
"Exactly 1 of the following cities are in Germany: Koeln, Ipoh.",1,Germany,"('Ipoh', 'Koeln')",1,1
"Exactly 2 of the following cities are in India: Guwahati, Nagpur.",1,India,"('Guwahati', 'Nagpur')",2,2
"Exactly 0 of the following cities are in Japan: Suginami, Jilin.",0,Japan,"('Jilin', 'Suginami')",0,1
"Exactly 2 of the following cities are in Eritrea: Asmara, Aqsu.",0,Eritrea,"('Aqsu', 'Asmara')",2,1
"Exactly 0 of the following cities are in Portugal: Esenyurt, Port Harcourt.",1,Portugal,"('Esenyurt', 'Port Harcourt')",0,0
"Exactly 0 of the following cities are in Kenya: Kakamega, Mombasa.",0,Kenya,"('Kakamega', 'Mombasa')",0,2
"Exactly 2 of the following cities are in Mauritania: Cheonan, Nouakchott.",0,Mauritania,"('Cheonan', 'Nouakchott')",2,1
"Exactly 0 of the following cities are in Angola: Kikolo, Cabinda.",0,Angola,"('Cabinda', 'Kikolo')",0,2
"Exactly 1 of the following cities are in Uzbekistan: Andijon, Lahore.",1,Uzbekistan,"('Andijon', 'Lahore')",1,1
"Exactly 2 of the following cities are in Colombia: Soacha, Ibague.",1,Colombia,"('Ibague', 'Soacha')",2,2
"Exactly 1 of the following cities are in Luxembourg: Dera Ismail Khan, Orenburg.",0,Luxembourg,"('Dera Ismail Khan', 'Orenburg')",1,0
"Exactly 0 of the following cities are in Iran: Ilorin, Orumiyeh.",0,Iran,"('Ilorin', 'Orumiyeh')",0,1
"Exactly 2 of the following cities are in Malaysia: Subang Jaya, Pasir Gudang.",1,Malaysia,"('Pasir Gudang', 'Subang Jaya')",2,2
"Exactly 0 of the following cities are in Poland: Kashgar, Krakow.",0,Poland,"('Kashgar', 'Krakow')",0,1
"Exactly 0 of the following cities are in Colombia: Okara, Barranquilla.",0,Colombia,"('Barranquilla', 'Okara')",0,1
"Exactly 2 of the following cities are in Cambodia: Phnom Penh, Yangon.",0,Cambodia,"('Phnom Penh', 'Yangon')",2,1
"Exactly 2 of the following cities are in Japan: Himeji, Hiroshima.",1,Japan,"('Himeji', 'Hiroshima')",2,2
"Exactly 0 of the following cities are in Singapore: Bucaramanga, Jinan.",1,Singapore,"('Bucaramanga', 'Jinan')",0,0
"Exactly 0 of the following cities are in Senegal: Dakar, Bagcilar.",0,Senegal,"('Bagcilar', 'Dakar')",0,1
"Exactly 1 of the following cities are in Rwanda: Bucheon-si, Arusha.",0,Rwanda,"('Arusha', 'Bucheon-si')",1,0
"Exactly 2 of the following cities are in Syria: Ar Raqqah, Bucharest.",0,Syria,"('Ar Raqqah', 'Bucharest')",2,1
"Exactly 1 of the following cities are in Sudan: Nyala, Ziyang.",1,Sudan,"('Nyala', 'Ziyang')",1,1
"Exactly 1 of the following cities are in Switzerland: Bokaro, Aracaju.",0,Switzerland,"('Aracaju', 'Bokaro')",1,0
"Exactly 1 of the following cities are in North Korea: Taicang, Hamhung.",1,North Korea,"('Hamhung', 'Taicang')",1,1
"Exactly 0 of the following cities are in India: Jamnagar, Ankara.",0,India,"('Ankara', 'Jamnagar')",0,1
"Exactly 1 of the following cities are in Kazakhstan: Aktobe, Astana.",0,Kazakhstan,"('Aktobe', 'Astana')",1,2
"Exactly 0 of the following cities are in Lithuania: Onitsha, Vilnius.",0,Lithuania,"('Onitsha', 'Vilnius')",0,1
"Exactly 0 of the following cities are in Saint Kitts and Nevis: Jamshedpur, Sorocaba.",1,Saint Kitts and Nevis,"('Jamshedpur', 'Sorocaba')",0,0
"Exactly 2 of the following cities are in the United States: Queens, New South Memphis.",1,the United States,"('New South Memphis', 'Queens')",2,2
"Exactly 1 of the following cities are in Oman: Muscat, Kayseri.",1,Oman,"('Kayseri', 'Muscat')",1,1
"Exactly 2 of the following cities are in Bangladesh: Shaoguan, Rangpur.",0,Bangladesh,"('Rangpur', 'Shaoguan')",2,1
"Exactly 0 of the following cities are in Belarus: Bannu, Dombivali.",1,Belarus,"('Bannu', 'Dombivali')",0,0
"Exactly 1 of the following cities are in Croatia: Zagreb, The Bronx.",1,Croatia,"('The Bronx', 'Zagreb')",1,1
"Exactly 0 of the following cities are in Russia: Yekaterinburg, Nizhniy Novgorod.",0,Russia,"('Nizhniy Novgorod', 'Yekaterinburg')",0,2
"Exactly 1 of the following cities are in Kuwait: Al Ahmadi, Kitakyushu.",1,Kuwait,"('Al Ahmadi', 'Kitakyushu')",1,1
"Exactly 2 of the following cities are in Iran: Batam, Kemerovo.",0,Iran,"('Batam', 'Kemerovo')",2,0
"Exactly 1 of the following cities are in Azerbaijan: Tangerang, Sultanah.",0,Azerbaijan,"('Sultanah', 'Tangerang')",1,0
"Exactly 0 of the following cities are in South Korea: Goyang-si, Busan.",0,South Korea,"('Busan', 'Goyang-si')",0,2
"Exactly 0 of the following cities are in Germany: Sanaa, Aden.",1,Germany,"('Aden', 'Sanaa')",0,0
"Exactly 0 of the following cities are in Paraguay: Kitwe, Auckland.",1,Paraguay,"('Auckland', 'Kitwe')",0,0
"Exactly 1 of the following cities are in Algeria: Algiers, Sanya.",1,Algeria,"('Algiers', 'Sanya')",1,1
"Exactly 0 of the following cities are in Poland: Al Hudaydah, Lodz.",0,Poland,"('Al Hudaydah', 'Lodz')",0,1
"Exactly 0 of the following cities are in Angola: Lubango, Cuiaba.",0,Angola,"('Cuiaba', 'Lubango')",0,1
"Exactly 2 of the following cities are in Sao Tome and Principe: Dushanbe, Rio de Janeiro.",0,Sao Tome and Principe,"('Dushanbe', 'Rio de Janeiro')",2,0
"Exactly 2 of the following cities are in the Philippines: Makati City, Pasig City.",1,the Philippines,"('Makati City', 'Pasig City')",2,2
"Exactly 1 of the following cities are in Iran: Tabriz, Tehran.",0,Iran,"('Tabriz', 'Tehran')",1,2
"Exactly 0 of the following cities are in Iraq: New South Memphis, Zanzibar.",1,Iraq,"('New South Memphis', 'Zanzibar')",0,0
"Exactly 0 of the following cities are in Côte d'Ivoire: Benguela, Xianning.",1,Côte d'Ivoire,"('Benguela', 'Xianning')",0,0
"Exactly 0 of the following cities are in Mozambique: Nampula, Muscat.",0,Mozambique,"('Muscat', 'Nampula')",0,1
"Exactly 2 of the following cities are in Côte d'Ivoire: Niamey, Abobo.",0,Côte d'Ivoire,"('Abobo', 'Niamey')",2,1
"Exactly 0 of the following cities are in Germany: Hannover, Ajmer.",0,Germany,"('Ajmer', 'Hannover')",0,1
"Exactly 1 of the following cities are in Yemen: Muzaffarabad, Taiz.",1,Yemen,"('Muzaffarabad', 'Taiz')",1,1
"Exactly 0 of the following cities are in Guinea: Jamshedpur, Xuancheng.",1,Guinea,"('Jamshedpur', 'Xuancheng')",0,0
"Exactly 2 of the following cities are in Venezuela: Kikwit, Maracaibo.",0,Venezuela,"('Kikwit', 'Maracaibo')",2,1
"Exactly 0 of the following cities are in Bosnia and Herzegovina: Izmir, Sarajevo.",0,Bosnia and Herzegovina,"('Izmir', 'Sarajevo')",0,1
"Exactly 0 of the following cities are in the Czech Republic: Copenhagen, Xuchang.",1,the Czech Republic,"('Copenhagen', 'Xuchang')",0,0
"Exactly 0 of the following cities are in Poland: Songjiang, Lodz.",0,Poland,"('Lodz', 'Songjiang')",0,1
"Exactly 2 of the following cities are in Colombia: Soacha, Bucaramanga.",1,Colombia,"('Bucaramanga', 'Soacha')",2,2
"Exactly 0 of the following cities are in Germany: Pekanbaru, Frankfurt am Main.",0,Germany,"('Frankfurt am Main', 'Pekanbaru')",0,1
"Exactly 2 of the following cities are in Argentina: San Miguel de Tucuman, Salta.",1,Argentina,"('Salta', 'San Miguel de Tucuman')",2,2
"Exactly 0 of the following cities are in Malaysia: Bukit Rahman Putra, Sungai Petani.",0,Malaysia,"('Bukit Rahman Putra', 'Sungai Petani')",0,2
"Exactly 0 of the following cities are in Poland: Kuala Lumpur, Fes.",1,Poland,"('Fes', 'Kuala Lumpur')",0,0
"Exactly 2 of the following cities are in Cambodia: Longyan, Wuzhong.",0,Cambodia,"('Longyan', 'Wuzhong')",2,0
"Exactly 2 of the following cities are in Venezuela: Maturin, Tiruchirappalli.",0,Venezuela,"('Maturin', 'Tiruchirappalli')",2,1
"Exactly 1 of the following cities are in Canada: Winnipeg, Calgary.",0,Canada,"('Calgary', 'Winnipeg')",1,2
"Exactly 2 of the following cities are in Canada: Dharavi, Mississauga.",0,Canada,"('Dharavi', 'Mississauga')",2,1
"Exactly 1 of the following cities are in Bangladesh: Rasapudipalem, Comilla.",1,Bangladesh,"('Comilla', 'Rasapudipalem')",1,1
"Exactly 1 of the following cities are in Namibia: Ta'if, Jieyang.",0,Namibia,"('Jieyang', ""Ta'if"")",1,0
"Exactly 0 of the following cities are in Algeria: Guwahati, Nampula.",1,Algeria,"('Guwahati', 'Nampula')",0,0
"Exactly 0 of the following cities are in Ghana: Kumasi, Jiaxing.",0,Ghana,"('Jiaxing', 'Kumasi')",0,1
"Exactly 0 of the following cities are in Bolivia: Shaoxing, Hefei.",1,Bolivia,"('Hefei', 'Shaoxing')",0,0
"Exactly 0 of the following cities are in Mauritania: Ordos, Assiut.",1,Mauritania,"('Assiut', 'Ordos')",0,0
"Exactly 2 of the following cities are in China: Langfang, Shangrao.",1,China,"('Langfang', 'Shangrao')",2,2
"Exactly 2 of the following cities are in Malawi: Xianyang, Puxi.",0,Malawi,"('Puxi', 'Xianyang')",2,0
"Exactly 0 of the following cities are in Syria: Maracaibo, Bannu.",1,Syria,"('Bannu', 'Maracaibo')",0,0
"Exactly 1 of the following cities are in the Dominican Republic: Santo Domingo Oeste, Tianjin.",1,the Dominican Republic,"('Santo Domingo Oeste', 'Tianjin')",1,1
"Exactly 1 of the following cities are in Kyrgyzstan: Bishkek, Ipoh.",1,Kyrgyzstan,"('Bishkek', 'Ipoh')",1,1
"Exactly 0 of the following cities are in Romania: Bucharest, Jiangmen.",0,Romania,"('Bucharest', 'Jiangmen')",0,1
"Exactly 0 of the following cities are in Malaysia: Pelentong, Ipoh.",0,Malaysia,"('Ipoh', 'Pelentong')",0,2
"Exactly 2 of the following cities are in Ethiopia: Mengzi, Libreville.",0,Ethiopia,"('Libreville', 'Mengzi')",2,0
"Exactly 0 of the following cities are in Germany: Izmir, Kanpur.",1,Germany,"('Izmir', 'Kanpur')",0,0
"Exactly 1 of the following cities are in North Korea: Pyongyang, Warri.",1,North Korea,"('Pyongyang', 'Warri')",1,1
"Exactly 0 of the following cities are in Albania: New Kingston, Callao.",1,Albania,"('Callao', 'New Kingston')",0,0
"Exactly 0 of the following cities are in Poland: Lueliang, Aleppo.",1,Poland,"('Aleppo', 'Lueliang')",0,0
"Exactly 2 of the following cities are in Russia: Krasnoyarsk, Tirunelveli.",0,Russia,"('Krasnoyarsk', 'Tirunelveli')",2,1
"Exactly 2 of the following cities are in Equatorial Guinea: Santiago de Queretaro, Xianyang.",0,Equatorial Guinea,"('Santiago de Queretaro', 'Xianyang')",2,0
"Exactly 2 of the following cities are in Venezuela: Palembang, Longyan.",0,Venezuela,"('Longyan', 'Palembang')",2,0
"Exactly 1 of the following cities are in Côte d'Ivoire: Qui Nhon, Ra's Bayrut.",0,Côte d'Ivoire,"('Qui Nhon', ""Ra's Bayrut"")",1,0
"Exactly 1 of the following cities are in Hungary: Benguela, Budapest.",1,Hungary,"('Benguela', 'Budapest')",1,1
"Exactly 2 of the following cities are in Sudan: Khartoum, Ananindeua.",0,Sudan,"('Ananindeua', 'Khartoum')",2,1
"Exactly 1 of the following cities are in Palau: Pelentong, Kalyan.",0,Palau,"('Kalyan', 'Pelentong')",1,0
"Exactly 2 of the following cities are in Russia: Yaroslavl, Chelyabinsk.",1,Russia,"('Chelyabinsk', 'Yaroslavl')",2,2
"Exactly 0 of the following cities are in Thailand: Weinan, Sanming.",1,Thailand,"('Sanming', 'Weinan')",0,0
"Exactly 0 of the following cities are in Uruguay: Kinshasa, Caracas.",1,Uruguay,"('Caracas', 'Kinshasa')",0,0
"Exactly 2 of the following cities are in India: Nellore, Nowrangapur.",1,India,"('Nellore', 'Nowrangapur')",2,2
"Exactly 0 of the following cities are in Lesotho: Pune, Jajmau.",1,Lesotho,"('Jajmau', 'Pune')",0,0
"Exactly 2 of the following cities are in Iran: Qom, Tabriz.",1,Iran,"('Qom', 'Tabriz')",2,2
"Exactly 1 of the following cities are in Uzbekistan: Nuremberg, Rui'an.",0,Uzbekistan,"('Nuremberg', ""Rui'an"")",1,0
"Exactly 0 of the following cities are in Moldova: Tlaquepaque, Yingkou.",1,Moldova,"('Tlaquepaque', 'Yingkou')",0,0
"Exactly 1 of the following cities are in Australia: Visakhapatnam, Gold Coast.",1,Australia,"('Gold Coast', 'Visakhapatnam')",1,1
"Exactly 2 of the following cities are in Tuvalu: Erode, Rajshahi.",0,Tuvalu,"('Erode', 'Rajshahi')",2,0
"Exactly 2 of the following cities are in the Democratic Republic of the Congo: Kisangani, Kikwit.",1,the Democratic Republic of the Congo,"('Kikwit', 'Kisangani')",2,2
"Exactly 0 of the following cities are in Kuwait: Nansana, Al Ahmadi.",0,Kuwait,"('Al Ahmadi', 'Nansana')",0,1
"Exactly 2 of the following cities are in Sri Lanka: Xuzhou, Putian.",0,Sri Lanka,"('Putian', 'Xuzhou')",2,0
"Exactly 1 of the following cities are in Yemen: Serang, Changwon.",0,Yemen,"('Changwon', 'Serang')",1,0
"Exactly 1 of the following cities are in Saudi Arabia: Yaroslavl, Ha'il.",1,Saudi Arabia,"(""Ha'il"", 'Yaroslavl')",1,1
"Exactly 1 of the following cities are in Argentina: Recife, Nagpur.",0,Argentina,"('Nagpur', 'Recife')",1,0
"Exactly 1 of the following cities are in Chad: Shantou, N'Djamena.",1,Chad,"(""N'Djamena"", 'Shantou')",1,1
"Exactly 0 of the following cities are in the Maldives: Mexico City, Hlaingthaya.",1,the Maldives,"('Hlaingthaya', 'Mexico City')",0,0
"Exactly 1 of the following cities are in Sweden: Stockholm, Sorocaba.",1,Sweden,"('Sorocaba', 'Stockholm')",1,1
"Exactly 0 of the following cities are in Myanmar: Nay Pyi Taw, Yangon.",0,Myanmar,"('Nay Pyi Taw', 'Yangon')",0,2
"Exactly 1 of the following cities are in Myanmar: Bien Hoa, Phnom Penh.",0,Myanmar,"('Bien Hoa', 'Phnom Penh')",1,0
"Exactly 1 of the following cities are in Malaysia: Seattle, Budta.",0,Malaysia,"('Budta', 'Seattle')",1,0
"Exactly 2 of the following cities are in the Philippines: Taguig, Muntinlupa.",1,the Philippines,"('Muntinlupa', 'Taguig')",2,2
"Exactly 2 of the following cities are in Thailand: Bangkok, Calgary.",0,Thailand,"('Bangkok', 'Calgary')",2,1
"Exactly 2 of the following cities are in Mexico: Tiruchirappalli, Ilorin.",0,Mexico,"('Ilorin', 'Tiruchirappalli')",2,0
"Exactly 2 of the following cities are in Vanuatu: Guang'an, Vladivostok.",0,Vanuatu,"(""Guang'an"", 'Vladivostok')",2,0
"Exactly 1 of the following cities are in Nepal: Kathmandu, Jiangmen.",1,Nepal,"('Jiangmen', 'Kathmandu')",1,1
"Exactly 2 of the following cities are in Tanzania: Mbeya, Dodoma.",1,Tanzania,"('Dodoma', 'Mbeya')",2,2
"Exactly 2 of the following cities are in South Korea: Hwaseong-si, Jeonju.",1,South Korea,"('Hwaseong-si', 'Jeonju')",2,2
"Exactly 0 of the following cities are in Sao Tome and Principe: Kitwe, Sanming.",1,Sao Tome and Principe,"('Kitwe', 'Sanming')",0,0
"Exactly 2 of the following cities are in India: Jamnagar, Tiruchirappalli.",1,India,"('Jamnagar', 'Tiruchirappalli')",2,2
"Exactly 0 of the following cities are in Iraq: Abu Ghurayb, Kirkuk.",0,Iraq,"('Abu Ghurayb', 'Kirkuk')",0,2
"Exactly 0 of the following cities are in Honduras: Zhu Cheng City, Makhachkala.",1,Honduras,"('Makhachkala', 'Zhu Cheng City')",0,0
"Exactly 1 of the following cities are in Syria: Aleppo, Indianapolis.",1,Syria,"('Aleppo', 'Indianapolis')",1,1
"Exactly 2 of the following cities are in China: Binzhou, Jiangyin.",1,China,"('Binzhou', 'Jiangyin')",2,2
"Exactly 0 of the following cities are in Uzbekistan: Seattle, Andijon.",0,Uzbekistan,"('Andijon', 'Seattle')",0,1
"Exactly 1 of the following cities are in the United Arab Emirates: Almaty, Hongkou.",0,the United Arab Emirates,"('Almaty', 'Hongkou')",1,0
"Exactly 0 of the following cities are in Guyana: Jiangmen, Ahmedabad.",1,Guyana,"('Ahmedabad', 'Jiangmen')",0,0
"Exactly 2 of the following cities are in Armenia: Durban, Luohe.",0,Armenia,"('Durban', 'Luohe')",2,0
"Exactly 1 of the following cities are in the Philippines: Caloocan, Cagayan de Oro.",0,the Philippines,"('Cagayan de Oro', 'Caloocan')",1,2
"Exactly 0 of the following cities are in Tuvalu: Ibb, Dehradun.",1,Tuvalu,"('Dehradun', 'Ibb')",0,0
"Exactly 1 of the following cities are in Togo: Lome, Ulanqab.",1,Togo,"('Lome', 'Ulanqab')",1,1
"Exactly 0 of the following cities are in India: Calgary, Dehradun.",0,India,"('Calgary', 'Dehradun')",0,1
"Exactly 0 of the following cities are in Liechtenstein: Warangal, Mbeya.",1,Liechtenstein,"('Mbeya', 'Warangal')",0,0
"Exactly 2 of the following cities are in Sudan: Khartoum, Omdurman.",1,Sudan,"('Khartoum', 'Omdurman')",2,2
"Exactly 2 of the following cities are in Vietnam: Adana, Kashgar.",0,Vietnam,"('Adana', 'Kashgar')",2,0
"Exactly 0 of the following cities are in Nicaragua: Kermanshah, Virar.",1,Nicaragua,"('Kermanshah', 'Virar')",0,0
"Exactly 0 of the following cities are in Norway: Weifang, Oslo.",0,Norway,"('Oslo', 'Weifang')",0,1
"Exactly 0 of the following cities are in China: Las Pinas, Xingtai.",0,China,"('Las Pinas', 'Xingtai')",0,1
"Exactly 1 of the following cities are in Macedonia: Phnom Penh, Karbala.",0,Macedonia,"('Karbala', 'Phnom Penh')",1,0
"Exactly 1 of the following cities are in Uganda: Shihezi, Nansana.",1,Uganda,"('Nansana', 'Shihezi')",1,1
"Exactly 0 of the following cities are in Cape Verde: Bamako, Pingdingshan.",1,Cape Verde,"('Bamako', 'Pingdingshan')",0,0
"Exactly 2 of the following cities are in the United States: The Bronx, Fort Worth.",1,the United States,"('Fort Worth', 'The Bronx')",2,2
"Exactly 0 of the following cities are in South Korea: Busan, Anyang-si.",0,South Korea,"('Anyang-si', 'Busan')",0,2
"Exactly 2 of the following cities are in Azerbaijan: Kirkuk, Puning.",0,Azerbaijan,"('Kirkuk', 'Puning')",2,0
"Exactly 0 of the following cities are in North Korea: Hamhung, Pyongyang.",0,North Korea,"('Hamhung', 'Pyongyang')",0,2
"Exactly 2 of the following cities are in Kazakhstan: Astana, Shymkent.",1,Kazakhstan,"('Astana', 'Shymkent')",2,2
"Exactly 2 of the following cities are in Comoros: Novokuznetsk, Ciudad Guayana.",0,Comoros,"('Ciudad Guayana', 'Novokuznetsk')",2,0
"Exactly 0 of the following cities are in Hungary: Jabalpur, Jamshedpur.",1,Hungary,"('Jabalpur', 'Jamshedpur')",0,0
"Exactly 1 of the following cities are in Nepal: Chelyabinsk, Kathmandu.",1,Nepal,"('Chelyabinsk', 'Kathmandu')",1,1
"Exactly 2 of the following cities are in Ukraine: Bareilly, Ufa.",0,Ukraine,"('Bareilly', 'Ufa')",2,0
"Exactly 1 of the following cities are in Mexico: Aktobe, Zapopan.",1,Mexico,"('Aktobe', 'Zapopan')",1,1
"Exactly 1 of the following cities are in Tuvalu: Bukavu, Hengyang.",0,Tuvalu,"('Bukavu', 'Hengyang')",1,0
"Exactly 0 of the following cities are in Belarus: Ranchi, Homyel'.",0,Belarus,"(""Homyel'"", 'Ranchi')",0,1
"Exactly 2 of the following cities are in Nigeria: Sokoto, Kaduna.",1,Nigeria,"('Kaduna', 'Sokoto')",2,2
"Exactly 1 of the following cities are in Lebanon: Luancheng, Ra's Bayrut.",1,Lebanon,"('Luancheng', ""Ra's Bayrut"")",1,1
"Exactly 1 of the following cities are in Indonesia: Putian, Ribeirao Preto.",0,Indonesia,"('Putian', 'Ribeirao Preto')",1,0
"Exactly 1 of the following cities are in Bahrain: Nellore, Aparecida de Goiania.",0,Bahrain,"('Aparecida de Goiania', 'Nellore')",1,0
"Exactly 2 of the following cities are in China: Changshu, Nanning.",1,China,"('Changshu', 'Nanning')",2,2
"Exactly 2 of the following cities are in Mauritius: Yangon, Fuxin.",0,Mauritius,"('Fuxin', 'Yangon')",2,0
"Exactly 1 of the following cities are in Burkina Faso: Borama, Navi Mumbai.",0,Burkina Faso,"('Borama', 'Navi Mumbai')",1,0
"Exactly 2 of the following cities are in Saudi Arabia: Ha'il, Ta'if.",1,Saudi Arabia,"(""Ha'il"", ""Ta'if"")",2,2
"Exactly 0 of the following cities are in Suriname: Hamamatsu, Penza.",1,Suriname,"('Hamamatsu', 'Penza')",0,0
"Exactly 1 of the following cities are in Norway: Ufa, Oslo.",1,Norway,"('Oslo', 'Ufa')",1,1
"Exactly 1 of the following cities are in Burkina Faso: Bobo-Dioulasso, Xiaogan.",1,Burkina Faso,"('Bobo-Dioulasso', 'Xiaogan')",1,1
"Exactly 1 of the following cities are in Iran: Tehran, Winnipeg.",1,Iran,"('Tehran', 'Winnipeg')",1,1
"Exactly 2 of the following cities are in Mexico: Zapopan, Tlaquepaque.",1,Mexico,"('Tlaquepaque', 'Zapopan')",2,2
"Exactly 1 of the following cities are in Norway: Suining, Oslo.",1,Norway,"('Oslo', 'Suining')",1,1
"Exactly 1 of the following cities are in North Korea: Voronezh, Changde.",0,North Korea,"('Changde', 'Voronezh')",1,0
"Exactly 2 of the following cities are in South Korea: Shizuishan, Dortmund.",0,South Korea,"('Dortmund', 'Shizuishan')",2,0
"Exactly 0 of the following cities are in Switzerland: Ecatepec de Morelos, Bien Hoa.",1,Switzerland,"('Bien Hoa', 'Ecatepec de Morelos')",0,0
"Exactly 0 of the following cities are in Qatar: Fortaleza, Ulyanovsk.",1,Qatar,"('Fortaleza', 'Ulyanovsk')",0,0
"Exactly 2 of the following cities are in Luxembourg: Sulaymaniyah, Sorocaba.",0,Luxembourg,"('Sorocaba', 'Sulaymaniyah')",2,0
"Exactly 2 of the following cities are in Egypt: Port Said, Giza.",1,Egypt,"('Giza', 'Port Said')",2,2
"Exactly 1 of the following cities are in the Dominican Republic: Santo Domingo Oeste, Yangquan.",1,the Dominican Republic,"('Santo Domingo Oeste', 'Yangquan')",1,1
"Exactly 0 of the following cities are in Vietnam: Da Nang, Camama.",0,Vietnam,"('Camama', 'Da Nang')",0,1
"Exactly 0 of the following cities are in China: Cimahi, Hamhung.",1,China,"('Cimahi', 'Hamhung')",0,0
"Exactly 2 of the following cities are in Indonesia: Batam, Semarang.",1,Indonesia,"('Batam', 'Semarang')",2,2
"Exactly 1 of the following cities are in Niger: Niamey, Samarinda.",1,Niger,"('Niamey', 'Samarinda')",1,1
"Exactly 0 of the following cities are in Costa Rica: Jammu, Leon de los Aldama.",1,Costa Rica,"('Jammu', 'Leon de los Aldama')",0,0
"Exactly 2 of the following cities are in Japan: Kagoshima, Fort Worth.",0,Japan,"('Fort Worth', 'Kagoshima')",2,1
"Exactly 1 of the following cities are in the Democratic Republic of the Congo: Lubumbashi, Jiaozuo.",1,the Democratic Republic of the Congo,"('Jiaozuo', 'Lubumbashi')",1,1
